"screen_name","word","n","total","freq"
"DependentSpider","https://t.co/1zg2ytrezu",1,26,0.0384615384615385
"DependentSpider","ii",1,26,0.0384615384615385
"DependentSpider","lego",1,26,0.0384615384615385
"DependentSpider","limited",1,26,0.0384615384615385
"DependentSpider","original",1,26,0.0384615384615385
"DependentSpider","owned",1,26,0.0384615384615385
"DependentSpider","republic",1,26,0.0384615384615385
"DependentSpider","set",1,26,0.0384615384615385
"DependentSpider","star",1,26,0.0384615384615385
"DependentSpider","volume",1,26,0.0384615384615385
"DependentSpider","xbox",1,26,0.0384615384615385
"derby_liz","@theeternalsam",1,12,0.0833333333333333
"derby_liz","batman",1,12,0.0833333333333333
"derby_liz","battle",1,12,0.0833333333333333
"derby_liz","bikini",1,12,0.0833333333333333
"derby_liz","bottom",1,12,0.0833333333333333
"derby_liz","fighter",1,12,0.0833333333333333
"derby_liz","spongebob",1,12,0.0833333333333333
"derby_liz","star",1,12,0.0833333333333333
"derby_liz","street",1,12,0.0833333333333333
"derby_liz","wars",1,12,0.0833333333333333
"DerEwigeSerbe","@anttoretu",1,7,0.142857142857143
"DerEwigeSerbe","cousin",1,7,0.142857142857143
"DerEwigeSerbe","lego",1,7,0.142857142857143
"DerEwigeSerbe","play",1,7,0.142857142857143
"DerEwigeSerbe","star",1,7,0.142857142857143
"DerEwigeSerbe","time",1,7,0.142857142857143
"DerEwigeSerbe","wars",1,7,0.142857142857143
"DerGeloschte","@lucascsrkkj",1,4,0.25
"DerGeloschte","lego",1,4,0.25
"DerGeloschte","star",1,4,0.25
"DerGeloschte","wars",1,4,0.25
"detoo","@blanvaletverlag",1,19,0.0526315789473684
"detoo","@charlessoule",1,19,0.0526315789473684
"detoo","@germanjedi",1,19,0.0526315789473684
"detoo","@msiglain",1,19,0.0526315789473684
"detoo","alliances",1,19,0.0526315789473684
"detoo","couple",1,19,0.0526315789473684
"detoo","https://t.co/btwlbvtql5",1,19,0.0526315789473684
"detoo","kids",1,19,0.0526315789473684
"detoo","lego",1,19,0.0526315789473684
"detoo","nonfiction",1,19,0.0526315789473684
"detoo","novels",1,19,0.0526315789473684
"detoo","paperbacks",1,19,0.0526315789473684
"detoo","performed",1,19,0.0526315789473684
"detoo","spiegelbestsellerlists",1,19,0.0526315789473684
"detoo","thrawn",1,19,0.0526315789473684
"detoo","top",1,19,0.0526315789473684
"detoo","trade",1,19,0.0526315789473684
"dexea_","becausei",1,8,0.125
"dexea_","lego",1,8,0.125
"dexea_","nver",1,8,0.125
"dexea_","star",1,8,0.125
"dexea_","vod",1,8,0.125
"dexea_","wars",1,8,0.125
"dexea_","watch",1,8,0.125
"dexea_","watching",1,8,0.125
"DgMsYT","@danitrvill",1,24,0.0416666666666667
"DgMsYT","@legotssnewsii",1,24,0.0416666666666667
"DgMsYT","@youaregoofybruh",1,24,0.0416666666666667
"DgMsYT","btw",1,24,0.0416666666666667
"DgMsYT","cavalry",1,24,0.0416666666666667
"DgMsYT","cheat",1,24,0.0416666666666667
"DgMsYT","game",1,24,0.0416666666666667
"DgMsYT","gunship",1,24,0.0416666666666667
"DgMsYT","invincibility",1,24,0.0416666666666667
"DgMsYT","killed",1,24,0.0416666666666667
"DgMsYT","lego",1,24,0.0416666666666667
"DgMsYT","level",1,24,0.0416666666666667
"DgMsYT","literally",1,24,0.0416666666666667
"DgMsYT","played",1,24,0.0416666666666667
"DgMsYT","raged",1,24,0.0416666666666667
"DgMsYT","star",1,24,0.0416666666666667
"DgMsYT","stream",1,24,0.0416666666666667
"DgMsYT","streaming",1,24,0.0416666666666667
"DgMsYT","sweat",1,24,0.0416666666666667
"DgMsYT","tcs",1,24,0.0416666666666667
"DgMsYT","video",1,24,0.0416666666666667
"DgMsYT","wars",1,24,0.0416666666666667
"DickPeacock11","@vinterp2",1,8,0.125
"DickPeacock11","bound",1,8,0.125
"DickPeacock11","forward",1,8,0.125
"DickPeacock11","game",1,8,0.125
"DickPeacock11","games",1,8,0.125
"DickPeacock11","lego",1,8,0.125
"DickPeacock11","star",1,8,0.125
"DickPeacock11","wars",1,8,0.125
"digitalspy","buy",1,12,0.0833333333333333
"digitalspy","discount",1,12,0.0833333333333333
"digitalspy","extra",1,12,0.0833333333333333
"digitalspy","harry",1,12,0.0833333333333333
"digitalspy","https://t.co/fb6w2gfqr1",1,12,0.0833333333333333
"digitalspy","https://t.co/vujuuvhlfz",1,12,0.0833333333333333
"digitalspy","lego",1,12,0.0833333333333333
"digitalspy","potter",1,12,0.0833333333333333
"digitalspy","sale",1,12,0.0833333333333333
"digitalspy","sets",1,12,0.0833333333333333
"digitalspy","star",1,12,0.0833333333333333
"digitalspy","wars",1,12,0.0833333333333333
"digitalspybrk","buy",1,11,0.0909090909090909
"digitalspybrk","discount",1,11,0.0909090909090909
"digitalspybrk","extra",1,11,0.0909090909090909
"digitalspybrk","harry",1,11,0.0909090909090909
"digitalspybrk","https://t.co/asbh1zyc2h",1,11,0.0909090909090909
"digitalspybrk","lego",1,11,0.0909090909090909
"digitalspybrk","potter",1,11,0.0909090909090909
"digitalspybrk","sale",1,11,0.0909090909090909
"digitalspybrk","sets",1,11,0.0909090909090909
"digitalspybrk","star",1,11,0.0909090909090909
"digitalspybrk","wars",1,11,0.0909090909090909
"digitalspyfilm","buy",1,11,0.0909090909090909
"digitalspyfilm","discount",1,11,0.0909090909090909
"digitalspyfilm","extra",1,11,0.0909090909090909
"digitalspyfilm","harry",1,11,0.0909090909090909
"digitalspyfilm","https://t.co/8u0azmsppg",1,11,0.0909090909090909
"digitalspyfilm","lego",1,11,0.0909090909090909
"digitalspyfilm","potter",1,11,0.0909090909090909
"digitalspyfilm","sale",1,11,0.0909090909090909
"digitalspyfilm","sets",1,11,0.0909090909090909
"digitalspyfilm","star",1,11,0.0909090909090909
"digitalspyfilm","wars",1,11,0.0909090909090909
"DigitalTrends","aspect",1,13,0.0769230769230769
"DigitalTrends","explore",1,13,0.0769230769230769
"DigitalTrends","franchises",1,13,0.0769230769230769
"DigitalTrends","galaxy",1,13,0.0769230769230769
"DigitalTrends","https://t.co/ty00xhrit2",1,13,0.0769230769230769
"DigitalTrends","lego",1,13,0.0769230769230769
"DigitalTrends","letting",1,13,0.0769230769230769
"DigitalTrends","openworld",1,13,0.0769230769230769
"DigitalTrends","players",1,13,0.0769230769230769
"DigitalTrends","saga",1,13,0.0769230769230769
"DigitalTrends","skywalker",1,13,0.0769230769230769
"DigitalTrends","star",1,13,0.0769230769230769
"DigitalTrends","wars",1,13,0.0769230769230769
"dignitystream","@intelgaming",1,10,0.1
"dignitystream","@razer",1,10,0.1
"dignitystream","#intelgamerdays",1,10,0.1
"dignitystream","complete",1,10,0.1
"dignitystream","game",1,10,0.1
"dignitystream","lego",1,10,0.1
"dignitystream","played",1,10,0.1
"dignitystream","saga",1,10,0.1
"dignitystream","star",1,10,0.1
"dignitystream","wars",1,10,0.1
"Dillian_Criker","@jontt",1,43,0.0232558139534884
"Dillian_Criker","3ds",1,43,0.0232558139534884
"Dillian_Criker","advantage",1,43,0.0232558139534884
"Dillian_Criker","amazing",1,43,0.0232558139534884
"Dillian_Criker","charm",1,43,0.0232558139534884
"Dillian_Criker","complications",1,43,0.0232558139534884
"Dillian_Criker","console",1,43,0.0232558139534884
"Dillian_Criker","content",1,43,0.0232558139534884
"Dillian_Criker","design",1,43,0.0232558139534884
"Dillian_Criker","developers",1,43,0.0232558139534884
"Dillian_Criker","experience",1,43,0.0232558139534884
"Dillian_Criker","faced",1,43,0.0232558139534884
"Dillian_Criker","fusion",1,43,0.0232558139534884
"Dillian_Criker","game",1,43,0.0232558139534884
"Dillian_Criker","games",1,43,0.0232558139534884
"Dillian_Criker","hey",1,43,0.0232558139534884
"Dillian_Criker","iii",1,43,0.0232558139534884
"Dillian_Criker","jon",1,43,0.0232558139534884
"Dillian_Criker","level",1,43,0.0232558139534884
"Dillian_Criker","limitations",1,43,0.0232558139534884
"Dillian_Criker","lot",1,43,0.0232558139534884
"Dillian_Criker","porting",1,43,0.0232558139534884
"Dillian_Criker","released",1,43,0.0232558139534884
"Dillian_Criker","similar",1,43,0.0232558139534884
"Dillian_Criker","takes",1,43,0.0232558139534884
"Dillian_Criker","tcs",1,43,0.0232558139534884
"Dillian_Criker","titles",1,43,0.0232558139534884
"Dillian_Criker","tt",1,43,0.0232558139534884
"Dillian_Criker","version",1,43,0.0232558139534884
"Dillian_Criker","weaker",1,43,0.0232558139534884
